,Player Name,Team,Position,Assists,Bonus,Bonus Points System,Clean sheets,Cost,Creativity,Form,Goals conceded,Goals scored,ICT Index,Influence,Minutes played,Own goals,Penalties missed,Penalties saved,Points per match,Price fall,Price fall (round),Price rise,Price rise (round),Pts.,Red cards,Round points,Saves,Sel.,Threat,Times in Dream Team,Transfers in,Transfers in (round),Transfers out,Transfers out (round),Value (form),Value (season),Yellow cards, 
MountCHEMID,Mount,CHE,MID,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MoussetSHUFWD,Mousset,SHU,FWD,0.0,0.0,74.0,0.0,5.0,65.1,0.0,15.0,1.0,33.8,74.6,350.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.5%,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
MoutinhoWOLMID,Moutinho,WOL,MID,8.0,13.0,628.0,9.0,5.5,1245.8,0.0,39.0,1.0,216.4,812.6,3030.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,7.4%,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
MurphyNEWMID,Murphy,NEW,MID,1.0,0.0,50.0,1.0,5.0,31.1,0.0,8.0,0.0,10.7,53.6,296.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.1%,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MurrayBHAFWD,Murray,BHA,FWD,1.0,16.0,337.0,4.0,6.0,190.0,0.0,45.0,13.0,148.1,478.0,2501.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,4.1%,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
MustafiARSDEF,Mustafi,ARS,DEF,0.0,5.0,475.0,6.0,5.5,106.0,0.0,40.0,2.0,107.8,718.6,2611.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.6%,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,
MutoNEWFWD,Muto,NEW,FWD,0.0,0.0,65.0,1.0,5.5,66.8,0.0,10.0,1.0,27.4,71.8,514.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.2%,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
NakambaAVLMID,Nakamba,AVL,MID,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NavarroWATDEF,Navarro,WAT,DEF,0.0,0.0,12.0,0.0,4.0,5.3,0.0,3.0,0.0,2.3,16.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2%,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NdidiLEIMID,Ndidi,LEI,MID,0.0,4.0,571.0,9.0,5.0,342.4,0.0,47.0,2.0,141.6,726.0,3295.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,1.3%,346.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
NdombeleTOTMID,Ndombele,TOT,MID,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NelsonARSMID,Nelson,ARS,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NevesWOLMID,Neves,WOL,MID,3.0,7.0,483.0,8.0,5.5,365.9,0.0,43.0,4.0,146.8,698.2,3006.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,8.5%,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,
NketiahARSFWD,Nketiah,ARS,FWD,0.0,1.0,36.0,0.0,4.5,14.7,0.0,3.0,1.0,11.4,40.8,63.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.3%,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NobleWHUMID,Noble,WHU,MID,5.0,5.0,454.0,7.0,5.0,359.8,0.0,31.0,5.0,107.6,521.4,2289.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.9%,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
NorrisWOLGKP,Norris,WOL,GKP,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NorwoodSHUMID,Norwood,SHU,MID,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NylandAVLGKP,Nyland,AVL,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
O'ConnellSHUDEF,O'Connell,SHU,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ObafemiSOUFWD,Obafemi,SOU,FWD,1.0,0.0,46.0,0.0,5.0,27.4,0.0,3.0,1.0,21.6,62.6,134.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.3%,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
ObiangWHUMID,Obiang,WHU,MID,2.0,1.0,188.0,2.0,4.5,105.9,0.0,21.0,0.0,43.6,219.2,1116.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.1%,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OgbonnaWHUDEF,Ogbonna,WHU,DEF,1.0,2.0,314.0,2.0,4.5,54.2,0.0,36.0,1.0,68.5,462.4,1871.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.4%,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
OrigiLIVFWD,Origi,LIV,FWD,1.0,1.0,122.0,3.0,5.5,45.0,0.0,2.0,3.0,38.2,143.4,364.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3.0%,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Oriol RomeuSOUMID,Oriol Romeu,SOU,MID,0.0,3.0,282.0,6.0,4.5,158.4,0.0,37.0,1.0,74.0,455.2,2131.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1.3%,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
OsbornSHUMID,Osborn,SHU,MID,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
OtamendiMCIDEF,Otamendi,MCI,DEF,0.0,5.0,335.0,9.0,5.5,53.7,0.0,7.0,0.0,47.8,281.2,1233.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,1.4%,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
ParrottTOTFWD,Parrott,TOT,FWD,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PatrícioWOLGKP,Patrício,WOL,GKP,0.0,4.0,581.0,8.0,5.0,0.0,0.0,46.0,0.0,69.1,695.0,3330.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,118.0,0.0,0.0,97.0,5.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Peacock-FarrellBURGKP,Peacock-Farrell,BUR,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PedroCHEMID,Pedro,CHE,MID,2.0,12.0,440.0,7.0,7.0,503.5,0.0,19.0,8.0,176.5,530.2,1768.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,3.0%,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
PereiraLEIDEF,Pereira,LEI,DEF,8.0,22.0,693.0,10.0,6.0,517.6,0.0,45.0,2.0,183.7,889.0,3123.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,6.6%,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
PereiraMUNMID,Pereira,MUN,MID,1.0,2.0,115.0,1.0,5.0,139.5,0.0,13.0,1.0,33.8,132.8,590.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.2%,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
PereyraWATMID,Pereyra,WAT,MID,4.0,13.0,432.0,6.0,6.0,512.7,0.0,53.0,6.0,171.8,458.4,2817.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,4.7%,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
PickfordEVEGKP,Pickford,EVE,GKP,0.0,13.0,706.0,14.0,5.5,10.0,0.0,46.0,0.0,78.5,776.4,3420.0,0.0,0.0,3.0,4.2,0.0,0.0,0.0,0.0,161.0,0.0,0.0,94.0,10.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
PietersBURDEF,Pieters,BUR,DEF,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PogbaMUNMID,Pogba,MUN,MID,10.0,19.0,648.0,8.0,8.5,822.3,0.0,43.0,13.0,316.9,1096.8,3007.0,0.0,3.0,0.0,5.1,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,6.0%,1246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,
PopeBURGKP,Pope,BUR,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PrödlWATDEF,Prödl,WAT,DEF,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PröpperBHAMID,Pröpper,BHA,MID,1.0,3.0,351.0,4.0,5.0,279.1,0.0,45.0,1.0,79.2,389.2,2546.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.1%,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
PukkiNORFWD,Pukki,NOR,FWD,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PulisicCHEMID,Pulisic,CHE,MID,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PépéARSMID,Pépé,ARS,MID,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
PérezLEIMID,Pérez,LEI,MID,2.0,19.0,541.0,11.0,6.5,585.6,0.0,35.0,12.0,232.1,783.6,2916.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,15.9%,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
QuinaWATMID,Quina,WAT,MID,0.0,2.0,68.0,0.0,4.5,40.2,0.0,5.0,1.0,13.1,69.0,334.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.2%,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RamsaySOUDEF,Ramsay,SOU,DEF,0.0,0.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,1.1,11.2,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RamsdaleBOUGKP,Ramsdale,BOU,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RashfordMUNFWD,Rashford,MUN,FWD,7.0,14.0,425.0,6.0,8.5,542.3,0.0,35.0,10.0,224.6,650.0,2331.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,128.0,1.0,0.0,0.0,17.1%,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
RedmondSOUMID,Redmond,SOU,MID,5.0,12.0,433.0,9.0,6.5,802.3,0.0,58.0,6.0,241.4,665.4,3272.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,2.4%,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
ReidWHUDEF,Reid,WHU,DEF,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RiceWHUMID,Rice,WHU,MID,0.0,9.0,586.0,6.0,5.0,174.2,0.0,47.0,2.0,97.1,584.4,3003.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,3.0%,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
RicharlisonEVEMID,Richarlison,EVE,MID,3.0,12.0,400.0,11.0,8.0,350.7,0.0,36.0,13.0,224.5,698.4,2662.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,153.0,1.0,0.0,0.0,9.7%,1209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
RicoBOUDEF,Rico,BOU,DEF,0.0,0.0,89.0,0.0,4.0,171.6,0.0,19.0,0.0,31.4,107.4,606.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.5%,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
RitchieNEWDEF,Ritchie,NEW,DEF,8.0,7.0,504.0,10.0,5.5,973.8,0.0,40.0,2.0,213.6,712.4,2927.0,0.0,1.0,0.0,3.1,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.8%,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,
RobertoWHUGKP,Roberto,WHU,GKP,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RobertsNORMID,Roberts,NOR,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RobertsonLIVDEF,Robertson,LIV,DEF,12.0,29.0,906.0,21.0,7.0,767.2,0.0,20.0,0.0,183.6,748.8,3216.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,34.8%,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
RobinsonSHUMID,Robinson,SHU,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RodrigoMCIMID,Rodrigo,MCI,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RodriguezBURFWD,Rodriguez,BUR,FWD,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RojoMUNDEF,Rojo,MUN,DEF,0.0,0.0,15.0,0.0,5.0,3.1,0.0,5.0,0.0,10.9,42.2,209.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2%,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
RomeroMUNGKP,Romero,MUN,GKP,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RoseTOTDEF,Rose,TOT,DEF,4.0,5.0,352.0,8.0,5.5,416.6,0.0,16.0,0.0,97.6,343.6,1792.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,2.4%,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,
RuddyWOLGKP,Ruddy,WOL,GKP,0.0,0.0,25.0,1.0,4.5,0.0,0.0,0.0,0.0,2.7,26.6,90.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
RyanBHAGKP,Ryan,BHA,GKP,0.0,11.0,547.0,6.0,4.5,0.0,0.0,55.0,0.0,70.9,707.0,3060.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,104.0,0.0,0.0,97.0,13.7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
RüdigerCHEDEF,Rüdiger,CHE,DEF,2.0,9.0,609.0,12.0,6.0,143.6,0.0,35.0,1.0,98.5,566.8,2871.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.1%,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
Saint-MaximinNEWMID,Saint-Maximin,NEW,MID,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SakhoCRYDEF,Sakho,CRY,DEF,0.0,13.0,533.0,9.0,5.0,78.2,0.0,35.0,0.0,66.6,540.6,2416.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.1%,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SalahLIVMID,Salah,LIV,MID,12.0,18.0,687.0,21.0,12.5,973.9,0.0,20.0,22.0,432.7,1186.8,3254.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,40.2%,2168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SanéMCIMID,Sané,MCI,MID,12.0,13.0,520.0,9.0,9.5,645.0,0.0,14.0,10.0,240.3,716.8,1857.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,1.5%,1039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SaïssWOLDEF,Saïss,WOL,DEF,0.0,5.0,248.0,3.0,4.5,70.9,0.0,17.0,2.0,56.2,363.6,1142.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.3%,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,
SchluppCRYMID,Schlupp,CRY,MID,3.0,3.0,301.0,4.0,5.5,240.5,0.0,26.0,4.0,105.7,385.2,1660.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.2%,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SchmeichelLEIGKP,Schmeichel,LEI,GKP,0.0,6.0,618.0,10.0,5.0,10.0,0.0,48.0,0.0,76.9,756.8,3420.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,120.0,0.0,0.0,90.0,6.1%,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
SchneiderlinEVEMID,Schneiderlin,EVE,MID,1.0,0.0,152.0,5.0,4.5,124.7,0.0,9.0,0.0,29.4,151.6,832.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,1.3%,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SchärNEWDEF,Schär,NEW,DEF,1.0,9.0,403.0,7.0,5.0,148.6,0.0,23.0,4.0,103.8,669.4,2000.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,2.0%,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,
SemaWATMID,Sema,WAT,MID,2.0,1.0,91.0,3.0,5.0,112.7,0.0,9.0,1.0,40.8,128.6,747.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.1%,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
ShaqiriLIVMID,Shaqiri,LIV,MID,5.0,4.0,302.0,7.0,6.5,344.7,0.0,6.0,6.0,99.1,363.6,1052.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.4%,282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SharpSHUFWD,Sharp,SHU,FWD,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ShawMUNDEF,Shaw,MUN,DEF,5.0,11.0,489.0,6.0,5.5,505.6,0.0,39.0,1.0,138.1,586.2,2591.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,2.1%,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,
ShelveyNEWMID,Shelvey,NEW,MID,1.0,2.0,170.0,5.0,5.0,351.7,0.0,13.0,1.0,73.2,226.2,943.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.3%,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
SidibéEVEDEF,Sidibé,EVE,DEF,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SigurdssonEVEMID,Sigurdsson,EVE,MID,6.0,20.0,662.0,15.0,8.0,1098.5,0.0,41.0,13.0,314.2,959.8,3122.0,0.0,3.0,0.0,4.8,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,15.0%,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
SimpsonBOUDEF,Simpson,BOU,DEF,0.0,0.0,73.0,1.0,4.0,2.0,0.0,9.0,0.0,11.0,85.4,401.0,1.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.5%,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SissokoTOTMID,Sissoko,TOT,MID,3.0,3.0,395.0,11.0,5.0,380.7,0.0,28.0,0.0,90.2,329.0,2329.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.5%,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
SkippTOTMID,Skipp,TOT,MID,0.0,0.0,40.0,2.0,4.5,20.5,0.0,1.0,0.0,7.0,35.2,214.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.4%,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SlatterySOUMID,Slattery,SOU,MID,0.0,0.0,12.0,0.0,4.5,2.6,0.0,1.0,0.0,4.2,15.8,110.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2%,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
